shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
239_0_CIRC_shp,38.76108230,-9.14676900,227,5362
147_0_DESC_shp,38.71324690,-9.12357460,14,364
147_0_ASC_shp,38.70533070,-9.14330730,14,112
282_0_ASC_shp,38.77442630,-9.15690220,45,497
282_0_DESC_shp,38.75767920,-9.19369220,45,1008
147_3_ASC_shp,38.72772390,-9.12403280,545,8921
101_0_DESC_shp,38.73335440,-9.19014050,358,6691
101_0_ASC_shp,38.73278020,-9.19371970,358,8116
146_0_DESC_shp,38.72921310,-9.16975890,99,1500
146_0_ASC_shp,38.72801480,-9.17047450,99,2434
106_3_ASC_shp,38.72424380,-9.20928210,469,13526
241_0_ASC_shp,38.73815300,-9.16871490,240,4564
241_0_DESC_shp,38.72439960,-9.16693430,240,4376
121_0_DESC_shp,38.72312770,-9.18202700,459,9954
121_0_ASC_shp,38.71202040,-9.21102390,459,9628
106_0_DESC_shp,38.71876730,-9.21769740,280,3458
209_0_CIRC_shp,38.76902270,-9.11727870,419,7197
204_1_DESC_shp,38.73908690,-9.10309390,220,4983
106_0_ASC_shp,38.75760040,-9.16354450,280,7899
147_3_ASC_shp,38.71163230,-9.15358950,273,3760
204_1_ASC_shp,38.72663390,-9.11138850,220,4309
78_0_DESC_shp,38.70491810,-9.19625220,57,1183
169_0_ASC_shp,38.72074850,-9.20784090,159,5360
169_0_DESC_shp,38.70643110,-9.22288660,159,2118
112_0_DESC_shp,38.74693310,-9.21621200,56,779
143_1_ASC_shp,38.72599410,-9.15051130,267,4805
112_0_ASC_shp,38.73179740,-9.14076270,56,1141
143_1_DESC_shp,38.72608200,-9.14766690,267,4952
195_0_DESC_shp,38.74809470,-9.11298810,545,13335
195_0_ASC_shp,38.75546900,-9.19507860,545,13211
147_3_ASC_shp,38.72339840,-9.14811350,361,5508
194_0_DESC_shp,38.77249300,-9.14969440,215,5773
194_0_ASC_shp,38.77853080,-9.14189020,215,6004
117_0_DESC_shp,38.72458090,-9.14946350,259,5222
117_0_ASC_shp,38.73389480,-9.14498310,259,5835
143_1_ASC_shp,38.72015650,-9.15439280,319,5621
143_1_DESC_shp,38.73154520,-9.14103250,319,6079
199_3_DESC_shp,38.74966020,-9.14218210,287,5729
121_0_DESC_shp,38.72313910,-9.19546410,372,8082
121_0_ASC_shp,38.71364790,-9.19529110,372,7833
200_0_ASC_shp,38.76714010,-9.10441990,415,10201
200_0_DESC_shp,38.73738250,-9.14579790,415,9884
61_0_ASC_shp,38.72702980,-9.16155590,206,3642
107_2_DESC_shp,38.70539260,-9.20235190,158,2918
107_2_ASC_shp,38.70718320,-9.14151400,158,2830
61_0_DESC_shp,38.75360070,-9.20873740,239,4286
168_2_DESC_shp,38.75322460,-9.19057570,281,5854
248_0_ASC_shp,38.70493850,-9.19599410,479,9421
248_0_DESC_shp,38.74023920,-9.16727480,479,10226
200_0_ASC_shp,38.77515640,-9.10113650,503,12119
200_0_DESC_shp,38.72503780,-9.15105380,503,11434
178_0_ASC_shp,38.72596920,-9.19401280,141,2921
178_0_DESC_shp,38.75659970,-9.20228200,141,2214
61_1_DESC_shp,38.76046330,-9.20099440,42,547
201_2_ASC_shp,38.73457340,-9.22031550,319,6695
201_2_DESC_shp,38.74503230,-9.20010470,319,5490
170_0_ASC_shp,38.79407000,-9.15203300,587,13336
194_3_ASC_shp,38.74299430,-9.14677710,53,1040
170_0_DESC_shp,38.73582980,-9.13402590,587,13812
194_3_DESC_shp,38.78793850,-9.14567660,53,1045
201_0_ASC_shp,38.74869870,-9.18829710,268,5747
201_0_DESC_shp,38.74080550,-9.20888740,268,4318
61_0_DESC_shp,38.74477890,-9.19911420,350,6362
200_0_ASC_shp,38.74185920,-9.14656690,130,3276
200_0_DESC_shp,38.76841180,-9.11020120,130,2939
176_0_ASC_shp,38.77528860,-9.09739840,68,1093
176_0_DESC_shp,38.74880960,-9.13088300,68,1596
201_2_ASC_shp,38.74346420,-9.20610230,207,4447
109_3_ASC_shp,38.70784690,-9.17363260,4,70
201_2_DESC_shp,38.73717720,-9.21482770,207,3147
109_3_DESC_shp,38.71553550,-9.23458280,4,99
62_0_ASC_shp,38.71896670,-9.16961360,314,6262
200_0_ASC_shp,38.75674870,-9.14006990,224,5859
200_0_DESC_shp,38.76825120,-9.12763850,224,4863
198_0_DESC_shp,38.73779010,-9.12617470,271,5375
189_0_DESC_shp,38.72769080,-9.16137490,157,3388
198_0_ASC_shp,38.72242460,-9.12913250,271,4789
189_0_ASC_shp,38.72731180,-9.13746220,157,3411
204_3_ASC_shp,38.78061300,-9.10435260,717,17595
118_0_DESC_shp,38.74996420,-9.16477310,95,1689
118_0_ASC_shp,38.74556660,-9.10440340,95,1976
278_0_CIRC_shp,38.75427490,-9.19572300,477,9820
136_0_DESC_shp,38.74896510,-9.14180730,491,9580
136_0_ASC_shp,38.75625070,-9.14719080,491,9050
65_0_ASC_shp,38.77313370,-9.10545900,852,17416
65_0_DESC_shp,38.71400740,-9.13738640,845,17176
198_0_ASC_shp,38.72243110,-9.14098900,363,6647
112_1_ASC_shp,38.74897560,-9.21858410,452,9072
112_1_DESC_shp,38.76192920,-9.16268830,452,8500
172_1_DESC_shp,38.73251970,-9.12981220,41,815
172_1_ASC_shp,38.70717130,-9.14154600,41,244
191_0_CIRC_shp,38.74221510,-9.16690180,196,4430
109_0_DESC_shp,38.69997710,-9.18387860,427,7220
109_0_ASC_shp,38.69936480,-9.22713920,427,9024
221_0_CIRC_shp,38.70770340,-9.20589240,206,5088
277_0_DESC_shp,38.77435180,-9.15843600,317,7638
277_0_ASC_shp,38.76909830,-9.16747950,317,7389
106_3_ASC_shp,38.73901450,-9.20349930,348,10685
171_4_DESC_shp,38.72586850,-9.14072570,331,6389
204_3_ASC_shp,38.70750930,-9.14014940,236,5966
243_0_CIRC_shp,38.72289420,-9.13241850,31,694
278_0_CIRC_shp,38.73620290,-9.20110860,217,5720
116_4_DESC_shp,38.73794230,-9.15968760,342,7164
123_0_DESC_shp,38.72564970,-9.16269200,85,1670
116_4_ASC_shp,38.77069850,-9.18876150,342,7554
123_0_ASC_shp,38.74773320,-9.15257020,85,1920
190_0_DESC_shp,38.76267660,-9.11971980,356,6802
103_3_ASC_shp,38.69734410,-9.20262170,37,542
190_0_ASC_shp,38.76882530,-9.11873150,356,8889
209_0_CIRC_shp,38.77668680,-9.11993830,378,6232
103_3_DESC_shp,38.70958830,-9.21063460,37,445
116_3_ASC_shp,38.72909900,-9.14937940,19,423
116_3_DESC_shp,38.77195320,-9.19004870,19,366
65_0_DESC_shp,38.74397440,-9.11880220,610,11987
205_4_ASC_shp,38.72215730,-9.13530170,23,713
106_3_ASC_shp,38.74494880,-9.19872510,274,9183
205_4_DESC_shp,38.72142390,-9.12971860,23,299
203_0_ASC_shp,38.76500980,-9.12925780,304,7084
111_2_DESC_shp,38.77385310,-9.16143840,63,899
61_1_DESC_shp,38.72085330,-9.15616720,638,11258
203_0_DESC_shp,38.75947800,-9.13713800,304,5754
111_2_ASC_shp,38.74507070,-9.16853060,63,1450
108_3_ASC_shp,38.74838500,-9.21664550,319,5505
108_3_DESC_shp,38.73789400,-9.15992920,319,5897
204_4_ASC_shp,38.69657940,-9.19425580,44,944
204_4_DESC_shp,38.70774590,-9.13273730,44,1568
209_0_CIRC_shp,38.77502220,-9.11757170,264,4641
146_1_ASC_shp,38.72817770,-9.16008910,40,922
146_1_DESC_shp,38.73332010,-9.16897960,40,599
106_4_DESC_shp,38.70071890,-9.22716140,55,339
116_3_DESC_shp,38.72761000,-9.14878630,425,8837
106_4_ASC_shp,38.74162780,-9.20283880,55,1064
101_0_DESC_shp,38.75040910,-9.21105840,98,1547
101_0_ASC_shp,38.71544780,-9.14119680,98,1453
171_3_DESC_shp,38.71343010,-9.21000270,47,984
171_3_ASC_shp,38.72018650,-9.13857520,47,1199
168_0_ASC_shp,38.75957620,-9.18513480,175,4275
168_0_DESC_shp,38.74523140,-9.20472600,175,3353
112_0_DESC_shp,38.76007480,-9.18271430,358,6460
163_1_DESC_shp,38.73339960,-9.13323310,211,3768
112_0_ASC_shp,38.76171150,-9.16385860,358,7090
163_1_ASC_shp,38.71620060,-9.12933580,211,3767
158_0_CIRC_shp,38.71507970,-9.14373000,103,1925
192_0_DESC_shp,38.72538420,-9.14609700,43,767
192_0_ASC_shp,38.71740050,-9.16670000,43,755
106_4_DESC_shp,38.70136890,-9.22786300,110,500
106_4_ASC_shp,38.72906160,-9.20915910,110,2675
150_0_ASC_shp,38.75363440,-9.20922620,549,9740
150_0_DESC_shp,38.70636560,-9.14382530,549,9604
176_0_ASC_shp,38.77751140,-9.11789090,173,3235
64_0_ASC_shp,38.73823010,-9.14584870,281,4957
176_0_DESC_shp,38.76969690,-9.12580490,173,4223
76_0_ASC_shp,38.69644830,-9.20804510,389,7485
143_1_ASC_shp,38.73881830,-9.12038800,1,0
143_1_DESC_shp,38.70005670,-9.18346390,1,0
178_1_DESC_shp,38.71489690,-9.18283760,534,10763
178_1_ASC_shp,38.76522230,-9.19840810,534,11497
224_0_CIRC_shp,38.72154810,-9.11967840,29,629
175_3_ASC_shp,38.70257520,-9.18034880,259,7288
148_0_ASC_shp,38.71515350,-9.16960210,223,4711
144_0_DESC_shp,38.70934040,-9.13487030,681,14478
144_0_ASC_shp,38.77439710,-9.09743060,681,14363
189_2_DESC_shp,38.72135760,-9.12920470,167,2726
189_2_ASC_shp,38.72754040,-9.13938960,167,3583
100_0_DESC_shp,38.73693800,-9.13393910,594,13345
100_0_ASC_shp,38.79129910,-9.09936070,594,14105
171_1_DESC_shp,38.71274470,-9.19576660,12,222
171_1_ASC_shp,38.72767110,-9.14223780,12,302
107_2_DESC_shp,38.70623890,-9.14320660,409,9306
123_0_DESC_shp,38.74845280,-9.14805210,454,9182
107_2_ASC_shp,38.70373180,-9.19562000,409,8580
123_0_ASC_shp,38.72350040,-9.16599330,454,9277
242_0_CIRC_shp,38.71213810,-9.12691990,216,2686
103_1_ASC_shp,38.69724340,-9.20092040,360,7272
103_1_DESC_shp,38.70631760,-9.17354820,360,7023
122_0_DESC_shp,38.73436940,-9.15372770,465,9945
150_0_ASC_shp,38.73390680,-9.16388370,262,4575
102_4_ASC_shp,38.72651330,-9.21284200,559,10960
122_0_ASC_shp,38.72339080,-9.17466850,465,9988
150_0_DESC_shp,38.73675160,-9.16802540,262,4576
171_1_DESC_shp,38.70450100,-9.17831280,194,3828
171_1_ASC_shp,38.70718320,-9.14151400,194,3224
232_0_ASC_shp,38.77565580,-9.16228550,220,5326
232_0_DESC_shp,38.77741940,-9.14680670,220,4257
114_0_DESC_shp,38.73505110,-9.14719490,497,10476
114_0_ASC_shp,38.70928270,-9.17202390,497,9976
211_0_CIRC_shp,38.74763740,-9.11575030,224,4524
145_0_DESC_shp,38.74736010,-9.11026680,246,4918
61_1_DESC_shp,38.70994070,-9.14309940,743,13140
123_0_DESC_shp,38.75563940,-9.16771600,348,6510
145_0_ASC_shp,38.74809470,-9.11298810,246,5071
123_0_ASC_shp,38.73681230,-9.16819940,348,7353
108_0_DESC_shp,38.72599410,-9.15051130,423,7847
108_0_ASC_shp,38.74774360,-9.21520970,423,8046
144_0_DESC_shp,38.77341390,-9.10573900,112,1931
144_0_ASC_shp,38.71384310,-9.12344360,112,2565
208_0_ASC_shp,38.75385270,-9.09693810,446,8923
208_0_DESC_shp,38.78969790,-9.09970210,446,8143
194_0_DESC_shp,38.79261610,-9.15041930,5,26
194_0_ASC_shp,38.76008710,-9.15696110,5,56
146_3_ASC_shp,38.73091930,-9.17331890,107,1437
171_2_ASC_shp,38.70423260,-9.16032180,136,2376
169_0_ASC_shp,38.72314780,-9.16692720,73,1636
171_2_DESC_shp,38.70623790,-9.14320930,136,3466
169_0_DESC_shp,38.71375340,-9.22549290,73,964
66_0_DESC_shp,38.75687330,-9.10687890,514,9702
109_4_DESC_shp,38.72708840,-9.17172940,215,5527
109_4_ASC_shp,38.70045620,-9.18277490,215,4456
204_1_DESC_shp,38.70695920,-9.14165720,471,10615
151_0_DESC_shp,38.70664300,-9.14169020,625,14074
204_1_ASC_shp,38.76732290,-9.10134250,471,9956
203_2_ASC_shp,38.72548460,-9.14903460,46,422
203_2_DESC_shp,38.78934430,-9.12471460,46,518
122_0_DESC_shp,38.71650330,-9.17552280,100,2258
178_3_DESC_shp,38.75483950,-9.19841860,159,2639
122_0_ASC_shp,38.73324680,-9.15470530,100,1958
175_0_ASC_shp,38.73922990,-9.12628040,40,529
178_3_ASC_shp,38.72583270,-9.19418360,159,3488
175_0_DESC_shp,38.70490480,-9.17734150,40,771
198_0_DESC_shp,38.72231010,-9.13925340,86,1468
198_0_ASC_shp,38.73674940,-9.12297250,86,1498
147_3_ASC_shp,38.72771590,-9.14350940,399,6170
220_0_CIRC_shp,38.70759500,-9.17602690,205,5191
103_5_ASC_shp,38.70602790,-9.17293100,325,6706
110_0_DESC_shp,38.75433590,-9.19567770,116,1807
110_0_ASC_shp,38.75392360,-9.20615110,116,2097
101_0_DESC_shp,38.72490220,-9.15043970,678,14182
144_0_DESC_shp,38.71467260,-9.14072930,732,15468
101_0_ASC_shp,38.74887740,-9.21503020,678,13703
251_0_CIRC_shp,38.74296930,-9.12992700,176,3627
169_0_ASC_shp,38.71502710,-9.22911660,294,9366
169_0_DESC_shp,38.72309170,-9.17557610,294,7379
104_5_DESC_shp,38.69828600,-9.22500740,44,406
203_3_DESC_shp,38.77758970,-9.11786980,143,2313
60_0_DESC_shp,38.69846480,-9.22745430,216,2819
203_3_ASC_shp,38.72533750,-9.14938590,143,2789
190_1_ASC_shp,38.74098140,-9.16982500,19,238
190_1_DESC_shp,38.75276670,-9.16775090,19,498
100_0_DESC_shp,38.73582980,-9.13402590,601,13469
100_0_ASC_shp,38.79219970,-9.09915180,601,14206
189_0_DESC_shp,38.71986530,-9.11767680,437,8806
172_0_DESC_shp,38.70662530,-9.14335000,586,11425
189_0_ASC_shp,38.70645490,-9.17386560,437,9001
122_0_DESC_shp,38.73171580,-9.16821240,10,51
122_0_ASC_shp,38.73804150,-9.13740750,10,162
226_0_CIRC_shp,38.74108850,-9.11698400,553,10825
66_0_DESC_shp,38.70667100,-9.14164550,892,18278
171_1_DESC_shp,38.70470190,-9.17693190,209,3982
171_1_ASC_shp,38.70701370,-9.14166830,209,3248
103_0_DESC_shp,38.70736740,-9.15449540,393,7782
103_0_ASC_shp,38.70472120,-9.16817280,393,8053
178_0_ASC_shp,38.75595390,-9.19987050,392,8903
277_0_DESC_shp,38.76941860,-9.16493000,43,1059
178_0_DESC_shp,38.72619830,-9.19446090,392,8190
277_0_ASC_shp,38.77442280,-9.15681890,43,1210
278_0_CIRC_shp,38.74907990,-9.20220160,48,1665
172_1_DESC_shp,38.70668820,-9.14363120,427,8136
143_0_DESC_shp,38.70419210,-9.16801030,110,2206
106_3_ASC_shp,38.75768720,-9.14271380,86,2866
143_0_ASC_shp,38.73958370,-9.13364510,110,1850
248_0_ASC_shp,38.72429860,-9.19398390,285,5749
61_0_ASC_shp,38.75265030,-9.20937590,626,11384
248_0_DESC_shp,38.72410270,-9.18113750,285,5900
76_0_ASC_shp,38.69641180,-9.20884530,393,7555
103_0_DESC_shp,38.70918280,-9.21466990,4,32
103_0_ASC_shp,38.74594230,-9.13452260,4,149
204_0_ASC_shp,38.70137100,-9.17636270,249,5090
61_0_DESC_shp,38.72756550,-9.16232760,659,11916
204_0_DESC_shp,38.75772810,-9.09651740,249,4874
112_0_DESC_shp,38.76051390,-9.16969050,407,7770
112_0_ASC_shp,38.76008320,-9.17762470,407,8406
103_0_DESC_shp,38.74758520,-9.13238370,761,15559
177_0_ASC_shp,38.76701510,-9.18164290,215,4904
177_0_DESC_shp,38.76374730,-9.16695660,215,5271
106_0_DESC_shp,38.75758970,-9.17570940,547,11435
199_0_DESC_shp,38.72019140,-9.14563040,559,10213
106_0_ASC_shp,38.72729410,-9.21221100,547,15578
168_2_ASC_shp,38.74506180,-9.20056880,93,2176
199_0_ASC_shp,38.78604520,-9.17328370,559,11219
168_2_DESC_shp,38.74478310,-9.21114220,93,1862
253_0_CIRC_shp,38.70791320,-9.15910150,212,4857
199_3_ASC_shp,38.71375060,-9.13652930,141,1596
199_3_DESC_shp,38.76527230,-9.15725740,141,2887
107_2_DESC_shp,38.70139070,-9.19196270,214,4237
107_2_ASC_shp,38.70628960,-9.14539520,214,3232
136_1_ASC_shp,38.75183500,-9.14322710,455,8338
103_5_ASC_shp,38.74457670,-9.14755710,11,332
61_1_DESC_shp,38.74963350,-9.19333450,280,5369
112_0_DESC_shp,38.75278630,-9.20888260,126,1954
112_0_ASC_shp,38.73988870,-9.13690910,126,2426
103_0_DESC_shp,38.69742480,-9.19416840,204,3716
253_0_CIRC_shp,38.71002220,-9.17402410,106,2308
103_0_ASC_shp,38.72607270,-9.14991050,204,4314
199_1_ASC_shp,38.73724330,-9.14561450,290,4952
199_1_DESC_shp,38.76246950,-9.15715880,290,4868
164_0_ASC_shp,38.73803100,-9.14077800,38,1023
164_0_DESC_shp,38.75065240,-9.19810600,38,647
103_4_ASC_shp,38.71162120,-9.21034160,677,14062
60_0_ASC_shp,38.70348970,-9.16772470,96,2397
165_0_ASC_shp,38.77117360,-9.16895040,270,5402
165_0_DESC_shp,38.77027490,-9.17366650,270,6648
103_0_DESC_shp,38.69773990,-9.20469650,138,2771
103_0_ASC_shp,38.73546340,-9.14532940,138,3160
168_2_ASC_shp,38.74077970,-9.20852110,142,3213
168_2_DESC_shp,38.74186080,-9.20683980,142,2805
65_0_DESC_shp,38.75544860,-9.12648380,519,10244
103_4_ASC_shp,38.69722730,-9.20119440,569,11636
190_0_DESC_shp,38.75661660,-9.14605780,447,9442
190_0_ASC_shp,38.77470160,-9.10910930,447,10677
136_1_ASC_shp,38.70815340,-9.13183200,124,1224
102_4_ASC_shp,38.72795710,-9.21208360,631,12254
164_0_ASC_shp,38.74399160,-9.17724830,234,5002
164_0_DESC_shp,38.73854130,-9.16377930,234,4163
120_0_DESC_shp,38.75217420,-9.19718930,290,5894
120_0_ASC_shp,38.73689460,-9.22323730,290,6275
199_1_ASC_shp,38.77884260,-9.16345780,563,10108
199_1_DESC_shp,38.71826940,-9.14395200,563,10471
152_0_ASC_shp,38.75949810,-9.10339050,278,8301
152_0_DESC_shp,38.72509050,-9.11151200,278,7726
102_0_DESC_shp,38.69807260,-9.19021870,597,10384
145_0_DESC_shp,38.74072420,-9.12028950,124,2420
102_0_ASC_shp,38.72794010,-9.20921990,597,11662
145_0_ASC_shp,38.74200820,-9.10775730,124,2722
190_0_DESC_shp,38.74114960,-9.16261430,571,12891
193_0_DESC_shp,38.70062130,-9.24518280,98,1357
190_0_ASC_shp,38.78065630,-9.10441900,571,12621
193_0_ASC_shp,38.70069850,-9.24473330,98,1946
208_2_ASC_shp,38.78595460,-9.09689140,42,1158
208_2_DESC_shp,38.76128030,-9.09620710,42,841
190_0_DESC_shp,38.78034410,-9.10601960,166,2701
190_0_ASC_shp,38.75007060,-9.15821750,166,3988
104_0_DESC_shp,38.70886670,-9.19973120,217,4075
104_0_ASC_shp,38.75068440,-9.19951580,217,5007
79_0_ASC_shp,38.71035640,-9.16198630,228,3672
179_0_ASC_shp,38.76896160,-9.17465830,188,4360
179_0_DESC_shp,38.76760990,-9.17035020,188,5284
199_1_ASC_shp,38.73923820,-9.14609570,303,5177
199_1_DESC_shp,38.76134910,-9.15740050,303,5001
111_0_DESC_shp,38.76089080,-9.19669580,120,2439
116_4_DESC_shp,38.75409920,-9.17505250,206,4507
111_0_ASC_shp,38.74253650,-9.17264630,120,2362
116_4_ASC_shp,38.76034980,-9.18311560,206,4390
239_2_CIRC_shp,38.75674870,-9.14006990,199,4418
77_0_ASC_shp,38.71286170,-9.13057850,60,829
196_0_DESC_shp,38.75379850,-9.13054530,297,6256
104_0_DESC_shp,38.75579690,-9.19458720,709,14192
196_0_ASC_shp,38.76776930,-9.12879320,297,7371
104_0_ASC_shp,38.69742470,-9.19931890,709,14270
244_0_CIRC_shp,38.74115000,-9.16272780,41,747
227_0_CIRC_shp,38.74494440,-9.16854860,60,748
151_0_ASC_shp,38.78239020,-9.12149340,553,12904
151_0_DESC_shp,38.70849610,-9.13597220,553,13500
178_1_DESC_shp,38.73137810,-9.19776080,348,7063
178_1_ASC_shp,38.74446930,-9.19410640,348,7564
115_0_DESC_shp,38.75597210,-9.11961670,222,4856
115_0_ASC_shp,38.75321920,-9.12638040,222,4834
61_0_ASC_shp,38.74175280,-9.17069990,363,5938
61_0_DESC_shp,38.74832970,-9.19257590,394,7702
147_1_ASC_shp,38.72507320,-9.12231430,102,2406
147_1_DESC_shp,38.72813710,-9.12406440,102,2434
171_4_DESC_shp,38.71919410,-9.13711230,295,5562
104_1_ASC_shp,38.69723100,-9.20103690,157,2680
204_3_ASC_shp,38.70665380,-9.14166920,198,5774
118_0_DESC_shp,38.75449600,-9.15260630,153,3095
65_0_DESC_shp,38.75245010,-9.11705920,422,8400
118_0_ASC_shp,38.74658300,-9.10991510,153,2913
120_0_DESC_shp,38.75439120,-9.19563100,303,6175
120_0_ASC_shp,38.73835250,-9.22406950,303,6464
205_0_ASC_shp,38.72313670,-9.13202310,37,1173
62_0_ASC_shp,38.72538110,-9.16334970,358,7222
205_0_DESC_shp,38.71585080,-9.12523260,37,957
203_2_ASC_shp,38.76840530,-9.12724040,319,6762
203_2_DESC_shp,38.75633410,-9.14693250,319,6675
103_2_DESC_shp,38.71299750,-9.15308350,447,9056
205_0_ASC_shp,38.71300540,-9.12589270,163,3173
103_2_ASC_shp,38.69742930,-9.19453670,447,9256
205_0_DESC_shp,38.71999110,-9.13559850,163,3152
118_0_DESC_shp,38.74412080,-9.16793670,59,715
118_0_ASC_shp,38.74974130,-9.10277720,59,1175
116_0_DESC_shp,38.76337150,-9.19800340,35,667
116_0_ASC_shp,38.72564300,-9.13231820,35,781
239_0_CIRC_shp,38.75968340,-9.13606000,179,3883
144_0_DESC_shp,38.73705830,-9.11262070,455,9245
144_0_ASC_shp,38.76272720,-9.11341500,455,9494
108_0_DESC_shp,38.74111110,-9.16848440,273,4997
108_0_ASC_shp,38.74988000,-9.19462900,273,5517
198_0_DESC_shp,38.73072810,-9.14395080,5,46
198_0_ASC_shp,38.73266540,-9.12085720,5,53
107_0_DESC_shp,38.73326740,-9.14504010,669,13767
107_0_ASC_shp,38.70494950,-9.20569860,669,14190
204_0_ASC_shp,38.70644440,-9.15428910,329,7148
204_0_DESC_shp,38.74415980,-9.10129330,329,6751
62_0_DESC_shp,38.70788950,-9.19583180,731,14073
108_0_DESC_shp,38.73534730,-9.15485360,361,6560
104_6_ASC_shp,38.69741310,-9.20436920,177,2972
108_0_ASC_shp,38.75046670,-9.21302810,361,7444
179_0_ASC_shp,38.76295500,-9.16289720,40,877
179_0_DESC_shp,38.75718370,-9.19402340,40,959
104_5_DESC_shp,38.74433560,-9.19573700,516,10085
103_5_ASC_shp,38.72220410,-9.15188770,163,3057
208_0_ASC_shp,38.76146990,-9.09638970,386,7908
171_3_DESC_shp,38.71849120,-9.13655510,614,11855
208_0_DESC_shp,38.78324060,-9.09458960,386,7008
171_3_ASC_shp,38.71489070,-9.20498560,614,11254
107_0_DESC_shp,38.71203770,-9.13594360,513,10514
107_0_ASC_shp,38.70467020,-9.17687070,513,10535
112_1_ASC_shp,38.76168590,-9.16478130,72,1446
65_0_ASC_shp,38.75896440,-9.11343670,623,12126
112_1_DESC_shp,38.74814850,-9.21517550,72,950
192_0_DESC_shp,38.72104940,-9.16092460,136,2643
192_0_ASC_shp,38.72037590,-9.15386220,136,2734
65_0_DESC_shp,38.73874770,-9.12523600,654,13012
147_0_DESC_shp,38.72345980,-9.14816910,283,5802
179_0_DESC_shp,38.76259880,-9.15760810,321,7681
147_0_ASC_shp,38.72710480,-9.13691750,283,5486
172_1_DESC_shp,38.70800720,-9.13812700,344,7543
172_1_ASC_shp,38.73666620,-9.13325230,344,6147
193_2_DESC_shp,38.70164820,-9.25126880,47,460
193_2_ASC_shp,38.69849600,-9.22885030,47,511
104_5_DESC_shp,38.69710060,-9.20544500,101,2232
191_3_CIRC_shp,38.73717910,-9.16799430,311,7247
106_3_ASC_shp,38.75927770,-9.15744640,157,4514
200_0_ASC_shp,38.72571130,-9.14969650,43,1357
100_0_DESC_shp,38.76574800,-9.11107590,354,6970
200_0_DESC_shp,38.77499510,-9.09769630,43,951
100_0_ASC_shp,38.76802060,-9.10973120,354,9472
104_0_DESC_shp,38.72135690,-9.19721860,347,6680
104_0_ASC_shp,38.73928100,-9.20256890,347,7565
106_4_DESC_shp,38.69913650,-9.22691020,19,140
106_4_ASC_shp,38.74467050,-9.20520010,19,521
66_0_ASC_shp,38.75472620,-9.09926710,418,8195
195_0_DESC_shp,38.74873950,-9.13203940,381,9641
195_0_ASC_shp,38.74453630,-9.15037030,381,8488
172_1_DESC_shp,38.71014870,-9.12812160,278,6482
172_1_ASC_shp,38.73043980,-9.12786400,278,4914
209_0_CIRC_shp,38.76729830,-9.11008750,147,2526
123_3_ASC_shp,38.74731450,-9.15682080,101,2296
146_0_DESC_shp,38.72478370,-9.15008360,245,4568
195_5_ASC_shp,38.74849920,-9.14819410,299,7420
123_3_DESC_shp,38.75397510,-9.17496180,101,2052
145_0_DESC_shp,38.74419160,-9.13216090,15,494
145_0_ASC_shp,38.73821800,-9.10720450,15,339
62_0_DESC_shp,38.70360460,-9.17004210,523,10253
211_0_CIRC_shp,38.75585960,-9.11322050,5,76
66_0_ASC_shp,38.77929210,-9.10591990,731,14200
211_0_CIRC_shp,38.75156030,-9.11998660,186,3660
79_0_ASC_shp,38.71085610,-9.16139280,232,3748
171_0_ASC_shp,38.70695920,-9.14165720,206,3254
203_3_DESC_shp,38.76661050,-9.12913630,266,4567
171_0_DESC_shp,38.70622300,-9.19914350,206,4042
66_0_DESC_shp,38.72006690,-9.11742740,726,15258
203_3_ASC_shp,38.74755390,-9.14803090,266,5406
61_0_ASC_shp,38.74589260,-9.20425270,529,9792
79_0_DESC_shp,38.70718880,-9.14149230,225,3850
102_0_DESC_shp,38.70449070,-9.17821980,648,11692
102_0_ASC_shp,38.72747970,-9.21251340,648,12373
102_0_DESC_shp,38.72159410,-9.21898320,63,1091
102_0_ASC_shp,38.70644180,-9.15447440,63,1171
64_0_DESC_shp,38.75958430,-9.15675170,71,960
147_3_ASC_shp,38.72713380,-9.13712620,434,6736
194_3_ASC_shp,38.78714090,-9.14467340,370,9790
194_3_DESC_shp,38.74790830,-9.14851070,370,9390
143_0_DESC_shp,38.74169730,-9.13332950,430,8348
143_0_ASC_shp,38.70379690,-9.16817430,430,7969
210_0_CIRC_shp,38.75054590,-9.12396640,346,7338
121_1_ASC_shp,38.71390920,-9.19637680,279,6179
116_0_DESC_shp,38.75704000,-9.17813290,141,2874
100_1_ASC_shp,38.77472540,-9.09506150,384,9394
116_0_ASC_shp,38.73717960,-9.14604610,141,3133
100_1_DESC_shp,38.76319520,-9.11729620,384,7767
121_0_DESC_shp,38.72318120,-9.16613280,508,11503
121_0_ASC_shp,38.71661690,-9.21309140,508,10500
165_0_ASC_shp,38.77593380,-9.16026470,193,3853
165_0_DESC_shp,38.75976300,-9.17971680,193,4536
247_0_CIRC_shp,38.73737480,-9.13638260,14,506
193_2_DESC_shp,38.70092460,-9.22786880,281,3290
147_3_ASC_shp,38.73070830,-9.12772180,520,8448
201_0_ASC_shp,38.74364630,-9.20586800,358,7803
201_0_DESC_shp,38.74489960,-9.19080380,358,6348
167_4_DESC_shp,38.67715830,-9.17394380,81,1872
241_0_ASC_shp,38.73963200,-9.16761650,223,4364
195_5_ASC_shp,38.75520660,-9.11389860,11,182
