shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
115_0_ASC_shp,38.75242470,-9.11407640,351,7262
108_3_ASC_shp,38.74732680,-9.18898110,148,2461
199_1_ASC_shp,38.78932920,-9.17724160,811,14389
108_3_DESC_shp,38.74708500,-9.18856660,148,3045
203_2_ASC_shp,38.74994650,-9.14842770,190,3309
203_2_DESC_shp,38.76955270,-9.12314110,190,3523
103_4_ASC_shp,38.69893700,-9.18638050,509,10322
190_0_DESC_shp,38.75486710,-9.15145790,467,9950
190_0_ASC_shp,38.77314750,-9.10512790,467,11089
165_0_ASC_shp,38.74520420,-9.20315600,504,11917
168_0_ASC_shp,38.74554780,-9.16937700,80,1958
165_0_DESC_shp,38.78731810,-9.14916690,504,11512
168_0_DESC_shp,38.74637390,-9.21322590,80,1600
65_0_ASC_shp,38.75759510,-9.12297800,508,9721
136_0_DESC_shp,38.72747730,-9.12828850,645,12885
136_0_ASC_shp,38.77420400,-9.15527240,645,13062
147_3_ASC_shp,38.70747880,-9.13305000,6,31
115_0_DESC_shp,38.70925760,-9.12945540,647,14544
112_0_DESC_shp,38.75675910,-9.20123230,189,2983
112_0_ASC_shp,38.75098380,-9.14276390,189,3775
199_1_ASC_shp,38.77032670,-9.15973350,503,9056
152_0_ASC_shp,38.74452440,-9.10217000,218,6498
199_1_DESC_shp,38.72623390,-9.14970410,503,9243
152_0_DESC_shp,38.74619560,-9.10457080,218,4847
203_2_ASC_shp,38.78150600,-9.11992390,480,9445
203_2_DESC_shp,38.72854390,-9.14808370,480,10306
190_0_DESC_shp,38.75078380,-9.15878290,511,10999
190_0_ASC_shp,38.77524870,-9.10098060,511,11663
232_0_ASC_shp,38.78253620,-9.14958710,63,1485
232_0_DESC_shp,38.78084120,-9.16405930,63,815
61_0_DESC_shp,38.74519950,-9.18095540,453,8793
121_4_DESC_shp,38.71383770,-9.20069260,301,6858
190_0_DESC_shp,38.78376560,-9.11249670,106,1520
190_0_ASC_shp,38.74340690,-9.15408350,106,2792
104_0_DESC_shp,38.71224950,-9.20136110,237,4478
104_0_ASC_shp,38.75010650,-9.20314340,237,5404
62_0_ASC_shp,38.70348140,-9.19141100,57,1079
62_0_ASC_shp,38.72450130,-9.11739220,615,12290
136_1_ASC_shp,38.71787310,-9.12089930,189,3012
172_0_DESC_shp,38.70535650,-9.14386240,619,11608
164_0_ASC_shp,38.74750850,-9.19008700,299,6205
199_1_ASC_shp,38.74297600,-9.14677290,323,5600
164_0_DESC_shp,38.74008370,-9.15057960,299,5491
199_1_DESC_shp,38.75943990,-9.15667540,323,5224
116_4_DESC_shp,38.74988590,-9.17266460,226,5022
116_4_ASC_shp,38.75920150,-9.18739270,226,4808
76_0_DESC_shp,38.69511420,-9.21291960,97,1825
171_3_DESC_shp,38.70774720,-9.19675250,181,3657
104_0_DESC_shp,38.75989740,-9.19203310,729,14706
171_3_ASC_shp,38.70758170,-9.13995590,181,3081
104_0_ASC_shp,38.69733460,-9.20247860,729,14549
145_0_DESC_shp,38.75041890,-9.11673660,189,3900
145_0_ASC_shp,38.74547340,-9.11057880,189,3956
221_0_CIRC_shp,38.69865990,-9.22716980,7,64
151_0_ASC_shp,38.78487990,-9.12434240,573,13396
151_0_DESC_shp,38.70785740,-9.13876390,573,13753
178_1_DESC_shp,38.73280810,-9.19396730,368,7458
178_1_ASC_shp,38.74529010,-9.19798860,368,7982
221_0_CIRC_shp,38.70700930,-9.20264720,188,4666
109_4_DESC_shp,38.69735650,-9.20337100,3,24
109_4_ASC_shp,38.73139330,-9.16845510,3,15
61_0_ASC_shp,38.74356100,-9.17552220,385,6408
191_3_CIRC_shp,38.73624780,-9.17187100,286,6852
147_1_ASC_shp,38.72134150,-9.11976260,122,2891
147_1_DESC_shp,38.73052750,-9.12713730,122,2813
170_4_ASC_shp,38.77465020,-9.14739860,145,2832
199_0_DESC_shp,38.73361320,-9.14501260,456,8325
120_0_DESC_shp,38.73484440,-9.22145850,77,1368
170_4_DESC_shp,38.78484550,-9.14294020,145,3010
199_0_ASC_shp,38.78364720,-9.16346080,456,8914
120_0_DESC_shp,38.75422670,-9.19116690,323,6649
120_0_ASC_shp,38.74497890,-9.19926500,77,2066
65_0_ASC_shp,38.75565170,-9.12686420,457,8880
203_2_ASC_shp,38.76991450,-9.12659210,339,7012
220_0_CIRC_shp,38.70544370,-9.18524620,340,7854
65_0_DESC_shp,38.75594960,-9.11990860,448,8982
203_2_DESC_shp,38.75449600,-9.15260630,339,7208
196_0_DESC_shp,38.73107130,-9.14654560,457,9895
103_2_DESC_shp,38.71569470,-9.15459220,467,9386
196_0_ASC_shp,38.77710310,-9.10986610,457,10330
205_0_ASC_shp,38.71700490,-9.12972120,103,1986
205_0_ASC_shp,38.72061890,-9.13012240,59,1571
103_2_ASC_shp,38.69741890,-9.19861100,467,9612
65_0_DESC_shp,38.76277750,-9.12988790,313,5776
205_0_DESC_shp,38.72016850,-9.12983620,103,1894
205_0_DESC_shp,38.71505590,-9.12879620,59,1305
239_0_CIRC_shp,38.75351060,-9.13165100,119,2685
123_0_DESC_shp,38.71411260,-9.16955810,5,55
123_0_ASC_shp,38.76025580,-9.15687430,5,59
144_0_DESC_shp,38.73423770,-9.11266300,475,9634
144_0_ASC_shp,38.76319520,-9.11729620,475,9860
175_0_ASC_shp,38.73465780,-9.16333780,187,4144
175_0_DESC_shp,38.73628570,-9.15996050,187,5278
108_0_DESC_shp,38.74294870,-9.17375420,213,4433
108_0_ASC_shp,38.74653930,-9.18358750,213,4378
236_0_CIRC_shp,38.71339320,-9.14545930,82,1182
66_0_ASC_shp,38.70717800,-9.14152920,63,424
193_0_DESC_shp,38.69994030,-9.22737850,316,3728
107_0_DESC_shp,38.72530810,-9.14884330,609,12631
107_0_ASC_shp,38.70368350,-9.19496490,609,12981
151_0_ASC_shp,38.70750930,-9.14014940,52,384
151_0_DESC_shp,38.78830790,-9.12384790,52,615
62_0_ASC_shp,38.70927830,-9.21149280,720,23035
108_0_DESC_shp,38.73873660,-9.16478790,301,5463
104_6_ASC_shp,38.70226180,-9.19964200,117,1984
108_0_ASC_shp,38.75068320,-9.20143330,301,6123
62_0_DESC_shp,38.71336400,-9.19550870,757,14813
104_5_DESC_shp,38.74433760,-9.19581380,536,10467
103_5_ASC_shp,38.72761000,-9.14878630,103,2315
171_3_DESC_shp,38.72205860,-9.13917810,634,12330
203_3_DESC_shp,38.70744350,-9.13320550,689,13638
171_3_ASC_shp,38.71330940,-9.21025160,634,11922
107_0_DESC_shp,38.71315580,-9.13822550,533,10859
104_1_ASC_shp,38.70866970,-9.19950800,80,1262
107_0_ASC_shp,38.70338510,-9.17950010,533,10848
104_1_DESC_shp,38.70874840,-9.19955420,80,1403
172_1_DESC_shp,38.70750930,-9.14014940,364,7728
112_1_ASC_shp,38.76308740,-9.16307780,54,1107
65_0_ASC_shp,38.76162930,-9.12212490,645,12951
112_1_DESC_shp,38.74693310,-9.21621200,54,779
242_0_CIRC_shp,38.70874310,-9.13463820,5,123
104_5_DESC_shp,38.69733770,-9.20328630,121,2426
191_3_CIRC_shp,38.74119010,-9.16809550,331,7737
106_3_ASC_shp,38.75760040,-9.16354450,177,5080
171_1_DESC_shp,38.70697690,-9.14166230,343,7193
100_0_DESC_shp,38.76540400,-9.11592620,374,7503
171_1_ASC_shp,38.70475970,-9.17703110,343,6474
100_0_ASC_shp,38.76702540,-9.10422660,374,9991
104_0_DESC_shp,38.72338850,-9.19379920,367,7101
111_2_DESC_shp,38.77630400,-9.16417030,89,1347
193_2_DESC_shp,38.70024920,-9.24649640,69,915
104_0_ASC_shp,38.73623460,-9.20141600,367,7937
111_2_ASC_shp,38.74144410,-9.16948200,89,2032
193_2_ASC_shp,38.69923290,-9.23751880,69,1288
200_0_ASC_shp,38.72991550,-9.14712890,65,1876
200_0_DESC_shp,38.77117660,-9.09770920,65,1386
172_1_DESC_shp,38.72123500,-9.11961050,218,4668
172_1_ASC_shp,38.72103560,-9.12501240,218,3567
208_0_ASC_shp,38.78804270,-9.09794420,33,902
209_0_CIRC_shp,38.76832290,-9.10966910,167,2653
208_0_DESC_shp,38.75927470,-9.09650670,33,616
146_0_DESC_shp,38.72540200,-9.15087820,265,4839
150_0_ASC_shp,38.71626150,-9.14766990,86,1412
150_0_DESC_shp,38.74736810,-9.18995700,86,1922
77_0_ASC_shp,38.70976960,-9.13355990,133,1355
226_0_CIRC_shp,38.72604900,-9.11229980,219,4413
100_1_ASC_shp,38.78613950,-9.09667750,483,11051
100_1_DESC_shp,38.76323210,-9.12998350,483,10327
195_0_ASC_shp,38.75024430,-9.20306990,657,15266
77_0_DESC_shp,38.71060190,-9.13109460,124,1566
147_0_DESC_shp,38.70633970,-9.14816320,443,9274
147_0_ASC_shp,38.71941870,-9.11640490,443,8834
106_0_DESC_shp,38.76291220,-9.12860090,680,16082
104_6_ASC_shp,38.71388000,-9.19819570,3,106
106_0_ASC_shp,38.70931230,-9.22492570,680,18866
62_0_ASC_shp,38.73166430,-9.12754930,556,11021
103_0_DESC_shp,38.72548460,-9.14903460,550,10794
103_0_ASC_shp,38.69743370,-9.19783440,550,11342
62_0_DESC_shp,38.70495900,-9.17720670,549,10906
171_0_ASC_shp,38.70622950,-9.14322950,226,3436
171_0_DESC_shp,38.70494110,-9.19596650,226,4510
219_0_CIRC_shp,38.70460990,-9.19366360,2,30
102_0_DESC_shp,38.70667930,-9.17637140,668,12033
102_0_ASC_shp,38.72523460,-9.21349170,668,12673
79_0_ASC_shp,38.71338820,-9.15929260,254,4108
61_0_DESC_shp,38.76524580,-9.19848920,54,1511
103_4_ASC_shp,38.72857720,-9.14806340,181,3987
116_4_DESC_shp,38.76476130,-9.19940670,71,1610
116_4_ASC_shp,38.74052630,-9.16748280,71,1580
102_0_DESC_shp,38.72118600,-9.22137520,45,700
102_0_ASC_shp,38.70628960,-9.14539520,45,381
102_4_ASC_shp,38.69781940,-9.19175330,259,5228
194_3_ASC_shp,38.77834100,-9.14889820,310,7870
194_3_DESC_shp,38.75954650,-9.15673350,310,7900
172_0_ASC_shp,38.70809140,-9.13774290,72,591
210_0_CIRC_shp,38.75421580,-9.12479870,366,7833
172_0_DESC_shp,38.75665580,-9.14593930,72,1528
121_1_ASC_shp,38.71771140,-9.19949470,219,5037
121_1_DESC_shp,38.72351500,-9.16389060,219,5168
116_0_DESC_shp,38.75365770,-9.17471770,161,3355
116_0_ASC_shp,38.73783550,-9.14963910,161,3556
121_0_DESC_shp,38.72412050,-9.16076850,528,11982
121_0_ASC_shp,38.71707250,-9.21099140,528,10724
102_4_ASC_shp,38.70070010,-9.20610100,347,6721
194_3_ASC_shp,38.76736180,-9.14851470,204,4412
194_3_DESC_shp,38.77161620,-9.15394080,204,5363
239_2_CIRC_shp,38.74874110,-9.14505800,4,150
201_0_ASC_shp,38.74229700,-9.20638150,378,7998
201_0_DESC_shp,38.74723810,-9.18850180,378,6796
60_0_DESC_shp,38.70350320,-9.16675420,519,8979
100_1_ASC_shp,38.76720950,-9.11007360,258,7108
100_1_DESC_shp,38.76708710,-9.09909440,258,5243
221_0_CIRC_shp,38.70795360,-9.20958380,479,10061
205_0_ASC_shp,38.72215730,-9.13530170,23,713
208_2_ASC_shp,38.76063550,-9.09638370,284,5397
205_0_DESC_shp,38.71654290,-9.12187690,23,621
164_0_DESC_shp,38.73540770,-9.13791460,379,7079
208_2_DESC_shp,38.78597680,-9.09651440,284,4832
147_3_ASC_shp,38.73269760,-9.13053420,499,8043
75_0_DESC_shp,38.70968580,-9.13684280,70,1021
148_0_DESC_shp,38.71404650,-9.16928270,11,92
105_0_DESC_shp,38.72311180,-9.11478640,196,4051
148_0_ASC_shp,38.71443650,-9.13986870,11,157
105_0_ASC_shp,38.73510090,-9.10459420,196,4570
66_0_ASC_shp,38.76703240,-9.10416940,549,11062
198_0_DESC_shp,38.72348690,-9.13175750,143,2872
198_0_ASC_shp,38.73839310,-9.12555450,143,2521
106_0_DESC_shp,38.75586330,-9.10298150,737,18492
102_4_ASC_shp,38.71377470,-9.21450130,460,9033
106_0_ASC_shp,38.70092460,-9.22786880,737,19854
203_3_DESC_shp,38.78629650,-9.12384520,59,881
212_0_ASC_shp,38.79316280,-9.15527630,38,1024
203_3_ASC_shp,38.71346180,-9.13705170,59,904
238_0_CIRC_shp,38.71920830,-9.17269870,135,3723
212_0_DESC_shp,38.77430610,-9.15898610,38,750
199_1_ASC_shp,38.78652360,-9.17016360,750,13479
171_4_DESC_shp,38.70346490,-9.17062580,61,1005
145_0_DESC_shp,38.74125570,-9.11215590,313,6365
145_0_ASC_shp,38.74869050,-9.12115010,313,6590
171_4_DESC_shp,38.70634490,-9.14852710,115,3001
62_0_DESC_shp,38.73096740,-9.15642330,292,5434
111_2_DESC_shp,38.77983810,-9.16924330,128,2180
111_2_ASC_shp,38.74356900,-9.17554550,128,2638
109_0_DESC_shp,38.70571180,-9.22676500,139,1978
109_0_ASC_shp,38.71189410,-9.17510930,139,2804
221_0_CIRC_shp,38.71551760,-9.21474480,312,7032
109_0_DESC_shp,38.71390570,-9.22617560,67,902
109_0_ASC_shp,38.72857340,-9.17266180,67,812
199_3_ASC_shp,38.70572540,-9.14321910,19,132
199_3_DESC_shp,38.78514850,-9.16869940,19,372
66_0_DESC_shp,38.78221740,-9.11838580,120,2078
169_0_ASC_shp,38.72839500,-9.21121440,197,6520
169_0_DESC_shp,38.71233250,-9.22225840,197,2786
108_0_DESC_shp,38.75057990,-9.20095990,88,1789
168_2_ASC_shp,38.74729700,-9.21633990,202,4507
108_0_ASC_shp,38.73836710,-9.16240100,88,2198
168_2_DESC_shp,38.74440100,-9.19738260,202,4007
115_0_DESC_shp,38.76476520,-9.10404870,57,963
115_0_ASC_shp,38.73599690,-9.11705980,57,1198
64_0_ASC_shp,38.77420270,-9.15976020,519,9553
278_0_CIRC_shp,38.73875180,-9.20437990,161,4296
193_2_DESC_shp,38.70024940,-9.24621140,73,940
193_2_ASC_shp,38.69934570,-9.23818300,73,1348
192_1_ASC_shp,38.70764910,-9.13973330,61,1018
192_1_DESC_shp,38.72334530,-9.14838450,61,1097
115_0_DESC_shp,38.74732620,-9.11985080,417,8501
115_0_ASC_shp,38.75102760,-9.10446710,417,8900
167_0_ASC_shp,38.72258400,-9.17047590,143,2965
167_0_DESC_shp,38.71720640,-9.17626320,143,6406
107_2_DESC_shp,38.70440940,-9.19580740,196,3672
107_2_ASC_shp,38.70623790,-9.14320930,196,3040
151_0_ASC_shp,38.77794130,-9.11815160,495,12002
151_0_DESC_shp,38.71236590,-9.12413260,495,12207
176_0_ASC_shp,38.77066200,-9.12822450,353,6414
176_0_DESC_shp,38.77686940,-9.11501630,353,7316
241_0_ASC_shp,38.72443520,-9.16921760,18,302
178_3_DESC_shp,38.76347150,-9.19874650,19,248
241_0_DESC_shp,38.73259470,-9.17182130,18,383
178_3_ASC_shp,38.70597320,-9.17901720,19,469
118_0_DESC_shp,38.75740820,-9.12276820,380,7990
118_0_ASC_shp,38.75541790,-9.12635940,380,7272
66_0_DESC_shp,38.71373310,-9.12244710,752,16203
111_2_DESC_shp,38.74173340,-9.17075590,488,11335
111_2_ASC_shp,38.77878960,-9.16451080,488,11800
110_0_DESC_shp,38.75636200,-9.20377420,63,860
110_0_ASC_shp,38.75648870,-9.20054900,63,1390
191_3_CIRC_shp,38.74369790,-9.18136860,67,1598
105_0_DESC_shp,38.73266960,-9.13042090,98,2089
105_0_ASC_shp,38.75449770,-9.10933480,98,1775
104_5_DESC_shp,38.73635030,-9.20107490,457,8839
75_0_DESC_shp,38.71488850,-9.12871620,233,2297
239_0_CIRC_shp,38.76049590,-9.14868100,254,6054
118_0_DESC_shp,38.74369520,-9.09972220,611,12804
118_0_ASC_shp,38.75014420,-9.16004300,611,12344
178_1_DESC_shp,38.76143530,-9.19654910,44,627
178_1_ASC_shp,38.71306080,-9.18000800,44,789
64_0_ASC_shp,38.77764310,-9.14749180,624,12401
242_0_CIRC_shp,38.71489380,-9.12868810,162,1914
117_0_DESC_shp,38.71958890,-9.15583830,207,4369
117_0_ASC_shp,38.74379530,-9.14736090,207,4716
104_5_DESC_shp,38.76050950,-9.19425270,741,14931
196_0_DESC_shp,38.77107790,-9.12177660,171,3485
196_0_ASC_shp,38.74212410,-9.13802900,171,3977
232_0_ASC_shp,38.77831300,-9.15309120,134,3771
232_0_DESC_shp,38.77405330,-9.15573360,134,2206
109_0_DESC_shp,38.70472680,-9.17772930,469,7983
109_0_ASC_shp,38.70084500,-9.22697670,469,9211
104_5_DESC_shp,38.69644830,-9.20804510,96,1995
136_1_ASC_shp,38.70840470,-9.13637400,82,715
123_3_ASC_shp,38.74971810,-9.17254390,242,5597
117_0_DESC_shp,38.70991050,-9.16594300,131,2869
123_3_DESC_shp,38.74815290,-9.14863840,242,5710
117_0_ASC_shp,38.75280250,-9.15631500,131,3057
104_5_DESC_shp,38.72390990,-9.19366680,370,7160
171_3_DESC_shp,38.71568090,-9.13598310,579,11479
171_3_ASC_shp,38.71391270,-9.20109960,579,10821
143_1_ASC_shp,38.72401960,-9.15079890,292,5069
143_1_DESC_shp,38.72946800,-9.14341860,292,5483
279_0_CIRC_shp,38.73483190,-9.20402540,288,5274
171_2_ASC_shp,38.70469690,-9.17780110,206,3951
171_2_DESC_shp,38.70943380,-9.13624260,206,4294
168_0_ASC_shp,38.74819050,-9.16454490,44,1236
212_0_ASC_shp,38.77414980,-9.15552120,378,8040
168_0_DESC_shp,38.74379540,-9.21981140,44,857
212_0_DESC_shp,38.79199550,-9.15051910,378,7388
104_0_DESC_shp,38.73946050,-9.20163970,485,9257
104_0_ASC_shp,38.71837830,-9.19895360,485,10454
117_0_DESC_shp,38.75273100,-9.14987410,427,8560
226_0_CIRC_shp,38.73266380,-9.11490760,281,5693
117_0_ASC_shp,38.71338400,-9.16190410,427,8789
191_3_CIRC_shp,38.73638130,-9.18146840,177,4331
199_0_ASC_shp,38.78781270,-9.17918640,669,12720
197_2_DESC_shp,38.77313370,-9.10545900,209,4032
197_2_ASC_shp,38.77959840,-9.12040730,209,3580
171_1_DESC_shp,38.71825160,-9.13640280,472,8986
100_0_DESC_shp,38.76154860,-9.12185250,465,9591
171_1_ASC_shp,38.70717130,-9.19660220,472,8826
100_0_ASC_shp,38.77477770,-9.09495580,465,11669
232_0_ASC_shp,38.78804610,-9.15042630,27,558
61_0_ASC_shp,38.74739080,-9.18965320,460,7728
232_0_DESC_shp,38.78405180,-9.16340510,27,301
78_0_ASC_shp,38.70622300,-9.19914350,237,5415
200_0_ASC_shp,38.77528860,-9.09739840,488,11786
61_0_DESC_shp,38.74178580,-9.17077840,497,9763
200_0_DESC_shp,38.72603960,-9.15036830,488,11295
175_0_ASC_shp,38.72543110,-9.17261320,241,5748
78_0_DESC_shp,38.70349800,-9.16702060,228,4183
175_0_DESC_shp,38.74150210,-9.14501910,241,6713
65_0_ASC_shp,38.74026930,-9.12795600,265,5178
144_0_DESC_shp,38.71947950,-9.11634630,606,12192
144_0_ASC_shp,38.77033910,-9.11003460,606,12904
251_0_CIRC_shp,38.74241140,-9.13306030,242,4738
208_0_ASC_shp,38.77481160,-9.10484820,176,3582
65_0_ASC_shp,38.71550130,-9.13606130,132,1657
208_0_DESC_shp,38.76295450,-9.10625730,176,3147
189_0_DESC_shp,38.71546620,-9.17294920,70,1572
189_0_ASC_shp,38.72022370,-9.12735020,70,1879
100_0_DESC_shp,38.75794390,-9.13014470,513,10949
65_0_DESC_shp,38.77449920,-9.10820540,125,2047
100_0_ASC_shp,38.78177760,-9.09662220,513,12493
189_0_DESC_shp,38.72128060,-9.16725290,109,2429
189_0_ASC_shp,38.72387090,-9.13208480,109,2628
100_1_ASC_shp,38.74826090,-9.13093990,65,1649
100_1_DESC_shp,38.79347730,-9.09776370,65,1296
195_0_DESC_shp,38.75102710,-9.20253820,20,354
101_0_DESC_shp,38.73592080,-9.20533420,278,4795
195_0_ASC_shp,38.75368490,-9.11416740,20,356
101_0_ASC_shp,38.72563210,-9.18871870,278,6338
60_0_DESC_shp,38.70237160,-9.22743710,161,2354
203_3_DESC_shp,38.72506910,-9.15106440,543,10804
203_3_ASC_shp,38.77802270,-9.11899400,543,11161
100_0_DESC_shp,38.78700990,-9.09747530,100,2336
100_0_ASC_shp,38.73762400,-9.13374300,100,2682
241_0_ASC_shp,38.73599660,-9.16611350,164,3355
241_0_DESC_shp,38.73452380,-9.16486640,164,2821
147_0_DESC_shp,38.71241030,-9.15287200,369,7453
147_0_ASC_shp,38.73065480,-9.12758420,369,7187
76_0_DESC_shp,38.69735930,-9.20341350,137,2698
210_0_CIRC_shp,38.75919250,-9.12390240,417,8730
100_0_DESC_shp,38.77117660,-9.09770920,234,4700
100_0_ASC_shp,38.75816110,-9.11185980,234,7181
244_0_CIRC_shp,38.74302130,-9.15390220,132,2671
61_1_DESC_shp,38.75392360,-9.20615110,118,1670
178_0_ASC_shp,38.76038390,-9.19812350,447,10174
178_0_DESC_shp,38.72476500,-9.19092290,447,8736
77_0_DESC_shp,38.70997130,-9.13566740,79,1121
204_0_ASC_shp,38.73301120,-9.10438400,557,13005
204_0_DESC_shp,38.70691810,-9.14164160,557,12804
77_0_ASC_shp,38.71078540,-9.14333390,228,2597
112_0_DESC_shp,38.73519450,-9.14158700,719,13696
112_0_ASC_shp,38.74816960,-9.21525760,719,14382
198_0_ASC_shp,38.72684910,-9.14574410,390,7298
169_0_ASC_shp,38.71885460,-9.21778150,217,8025
169_0_DESC_shp,38.71462830,-9.22163070,217,3049
177_0_ASC_shp,38.76113610,-9.19661490,367,8171
192_1_ASC_shp,38.72406630,-9.14685680,425,8363
210_0_CIRC_shp,38.75294190,-9.10551790,136,2740
192_1_DESC_shp,38.70718320,-9.14151400,425,8304
201_0_ASC_shp,38.73872100,-9.21087370,618,12356
143_0_DESC_shp,38.70298020,-9.17983150,42,982
201_0_DESC_shp,38.74250210,-9.14671830,618,12016
143_0_ASC_shp,38.73919400,-9.12621070,42,712
103_0_DESC_shp,38.71520070,-9.15421270,460,9322
103_0_ASC_shp,38.70490480,-9.17734150,460,9273
100_1_ASC_shp,38.76229710,-9.11281380,178,5407
100_1_DESC_shp,38.77817970,-9.09506510,178,3676
178_0_ASC_shp,38.73939130,-9.20165760,267,5915
178_0_DESC_shp,38.74236080,-9.19930120,267,4905
102_0_DESC_shp,38.70367330,-9.20927310,439,7710
151_0_ASC_shp,38.70669360,-9.14161950,16,198
102_0_ASC_shp,38.71189840,-9.21420130,439,8754
109_0_DESC_shp,38.69740760,-9.20414530,348,5397
151_0_DESC_shp,38.78987430,-9.12307490,16,91
64_0_DESC_shp,38.78752570,-9.14466990,621,21152
109_0_ASC_shp,38.70119550,-9.20738250,348,6997
278_0_CIRC_shp,38.74372770,-9.20567960,282,6816
62_0_ASC_shp,38.71099040,-9.20593630,764,23757
75_0_DESC_shp,38.70797900,-9.14141690,32,538
193_0_DESC_shp,38.70059470,-9.24845230,79,1057
194_3_ASC_shp,38.75618690,-9.15181060,121,2591
193_0_ASC_shp,38.69997610,-9.23964580,79,1493
103_0_DESC_shp,38.70595360,-9.17267580,314,6072
194_3_DESC_shp,38.77912310,-9.14470770,121,2716
103_0_ASC_shp,38.71282170,-9.15302130,314,6132
199_3_DESC_shp,38.70772100,-9.13941050,541,11077
171_0_ASC_shp,38.72759970,-9.14056410,7,156
171_0_DESC_shp,38.71061210,-9.20379110,7,114
66_0_ASC_shp,38.72291800,-9.11509430,236,3697
109_0_DESC_shp,38.69975160,-9.21432290,274,4247
109_0_ASC_shp,38.69738470,-9.19969240,274,5994
171_0_ASC_shp,38.70718320,-9.14151400,188,3223
171_0_DESC_shp,38.70759290,-9.19686890,188,3683
66_0_DESC_shp,38.77520910,-9.10193550,229,4538
197_0_DESC_shp,38.77437020,-9.09743270,217,4635
112_1_ASC_shp,38.75927770,-9.15744640,18,250
197_0_ASC_shp,38.78856500,-9.12386930,217,4544
112_1_DESC_shp,38.75006260,-9.22170980,18,151
189_0_ASC_shp,38.70181700,-9.17550390,479,9892
204_3_ASC_shp,38.77480240,-9.10329460,635,16392
243_0_CIRC_shp,38.71340100,-9.12524750,130,2496
200_0_ASC_shp,38.72421040,-9.14902070,29,1162
200_0_DESC_shp,38.77485140,-9.10118820,29,644
197_0_DESC_shp,38.78127140,-9.12004000,101,2099
197_0_ASC_shp,38.77478250,-9.10517680,101,1755
170_0_ASC_shp,38.77420310,-9.15975780,340,7264
170_0_DESC_shp,38.76515080,-9.15722730,340,8219
106_4_DESC_shp,38.70602260,-9.22219700,185,1857
106_4_ASC_shp,38.72619380,-9.20921730,185,4024
253_0_CIRC_shp,38.71357530,-9.16176630,11,129
112_1_ASC_shp,38.75290100,-9.20979680,372,7800
112_1_DESC_shp,38.75975840,-9.17971660,372,6851
77_0_ASC_shp,38.70881000,-9.13952210,177,1924
212_0_ASC_shp,38.77177580,-9.16103270,427,8866
199_1_ASC_shp,38.76455360,-9.15710080,471,8370
212_0_DESC_shp,38.79151830,-9.15906660,427,8342
199_1_DESC_shp,38.73107130,-9.14654560,471,8637
239_2_CIRC_shp,38.76101220,-9.14602660,224,5296
114_0_DESC_shp,38.73117700,-9.15611960,449,9467
114_0_ASC_shp,38.71679060,-9.17233510,449,9003
65_0_DESC_shp,38.77070000,-9.12816920,260,4781
77_0_DESC_shp,38.71264830,-9.13064750,168,1827
121_4_DESC_shp,38.71652660,-9.21317940,145,4074
145_0_DESC_shp,38.74780160,-9.11189890,238,4759
145_0_ASC_shp,38.74780200,-9.11176690,238,4957
277_0_DESC_shp,38.76517840,-9.15259070,235,5884
277_0_ASC_shp,38.76171150,-9.16385860,235,5322
143_1_ASC_shp,38.70399750,-9.17894320,479,8992
143_1_DESC_shp,38.73736460,-9.12397970,479,9001
168_0_DESC_shp,38.75122580,-9.15872220,473,10616
199_1_ASC_shp,38.71443650,-9.13986870,163,1987
199_1_DESC_shp,38.78216600,-9.16469730,163,2505
116_4_DESC_shp,38.76974240,-9.19486030,35,905
116_4_ASC_shp,38.73798240,-9.16008590,35,837
109_3_ASC_shp,38.69928450,-9.22708860,280,5832
109_3_DESC_shp,38.69966230,-9.21365490,280,4306
178_3_DESC_shp,38.75706540,-9.20490980,107,1825
178_3_ASC_shp,38.72200370,-9.18633120,107,2545
204_3_ASC_shp,38.69755950,-9.18778870,55,1518
76_0_DESC_shp,38.70977710,-9.13647010,472,9192
172_0_ASC_shp,38.70711980,-9.14162710,36,235
172_0_DESC_shp,38.75350130,-9.15518960,36,648
122_0_DESC_shp,38.73509860,-9.14534060,498,10690
122_0_ASC_shp,38.72847530,-9.16971440,498,10776
203_0_ASC_shp,38.75575570,-9.14873200,224,4939
199_1_ASC_shp,38.72481200,-9.14950330,215,3439
203_0_DESC_shp,38.77014640,-9.12744030,224,3917
199_1_DESC_shp,38.77375270,-9.16177620,215,3505
79_0_DESC_shp,38.71404780,-9.16927420,1,0
111_0_DESC_shp,38.74956970,-9.18010570,234,5319
116_4_DESC_shp,38.76113610,-9.19661490,112,2224
111_0_ASC_shp,38.76024320,-9.18284740,234,5309
116_4_ASC_shp,38.74412080,-9.16793670,112,2113
75_0_ASC_shp,38.71620060,-9.12933580,107,2128
167_0_ASC_shp,38.67320720,-9.17359480,313,9006
167_0_DESC_shp,38.72966330,-9.14346410,313,9910
197_0_DESC_shp,38.78145260,-9.12029320,98,2069
136_0_DESC_shp,38.78632220,-9.17151730,132,1723
197_0_ASC_shp,38.77489110,-9.10370770,98,1627
136_0_ASC_shp,38.70947340,-9.12908660,132,1504
178_3_DESC_shp,38.72461100,-9.19229820,439,8614
75_0_DESC_shp,38.71144450,-9.13066910,138,1681
178_3_ASC_shp,38.75674300,-9.20473060,439,10001
