route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
173_0,Feriados_DomingoFeriado_20260101,5496_20260101_173_0_19,,,1,,173_0_DESC_shp,,
232_0,Inverno_Util_20260101,19385_20260101_232_0_16,,,1,,232_0_DESC_shp,,
232_0,Inverno_Util_20260101,19385_20260101_232_0_17,,,0,,232_0_ASC_shp,,
232_0,Inverno_Util_20260101,19385_20260101_232_0_14,,,1,,232_0_DESC_shp,,
232_0,Inverno_Util_20260101,19385_20260101_232_0_15,,,0,,232_0_ASC_shp,,
232_0,Inverno_Util_20260101,19385_20260101_232_0_12,,,1,,232_0_DESC_shp,,
232_0,Inverno_Util_20260101,19385_20260101_232_0_13,,,0,,232_0_ASC_shp,,
232_0,Inverno_Util_20260101,19385_20260101_232_0_10,,,1,,232_0_DESC_shp,,
175_3,Ferias Escolares_Util_20260101,6746_20260101_175_3_2,,,0,,175_3_ASC_shp,,
232_0,Inverno_Util_20260101,19385_20260101_232_0_11,,,0,,232_0_ASC_shp,,
177_0,Verao_Util_20260101,6123_20260101_177_0_24,,,1,,177_0_DESC_shp,,
205_0,Ferias Escolares_Util_20260101,5145_20260101_205_0_20,,,0,,205_0_ASC_shp,,
177_0,Verao_Util_20260101,6123_20260101_177_0_34,,,1,,177_0_DESC_shp,,
205_0,Ferias Escolares_Util_20260101,5145_20260101_205_0_30,,,0,,205_0_ASC_shp,,
147_0,Inverno_Util_20260101,3267_20260101_147_0_17,,,1,,147_0_DESC_shp,,
108_0,Inverno_Util_20260101,5964_20260101_108_0_23,,,0,,108_0_ASC_shp,,
177_0,Verao_Util_20260101,6123_20260101_177_0_14,,,1,,177_0_DESC_shp,,
205_0,Ferias Escolares_Util_20260101,5145_20260101_205_0_10,,,0,,205_0_ASC_shp,,
108_0,Inverno_Util_20260101,5964_20260101_108_0_13,,,0,,108_0_ASC_shp,,
205_0,Ferias Escolares_Util_20260101,5145_20260101_205_0_40,,,0,,205_0_ASC_shp,,
201_0,Verao_Util_20260101,6619_20260101_201_0_14,,,1,,201_0_DESC_shp,,
147_1,Natal & Ano Novo_DomingoFeriado_20260101,66582_20260101_147_1_16,,,0,,147_1_ASC_shp,,
147_1,Natal & Ano Novo_DomingoFeriado_20260101,66582_20260101_147_1_15,,,1,,147_1_DESC_shp,,
147_1,Natal & Ano Novo_DomingoFeriado_20260101,66582_20260101_147_1_14,,,0,,147_1_ASC_shp,,
193_0,Ferias Escolares_Util_20260101,7479_20260101_193_0_44,,,0,,193_0_ASC_shp,,
147_1,Natal & Ano Novo_DomingoFeriado_20260101,66582_20260101_147_1_13,,,1,,147_1_DESC_shp,,
193_0,Ferias Escolares_Util_20260101,7479_20260101_193_0_54,,,0,,193_0_ASC_shp,,
147_1,Natal & Ano Novo_DomingoFeriado_20260101,66582_20260101_147_1_12,,,0,,147_1_ASC_shp,,
193_0,Ferias Escolares_Util_20260101,7479_20260101_193_0_24,,,0,,193_0_ASC_shp,,
147_1,Natal & Ano Novo_DomingoFeriado_20260101,66582_20260101_147_1_11,,,1,,147_1_DESC_shp,,
193_0,Ferias Escolares_Util_20260101,7479_20260101_193_0_34,,,0,,193_0_ASC_shp,,
147_1,Natal & Ano Novo_DomingoFeriado_20260101,66582_20260101_147_1_10,,,0,,147_1_ASC_shp,,
165_0,Feriados_DomingoFeriado_20260101,3142_20260101_165_0_19,,,0,,165_0_ASC_shp,,
193_0,Ferias Escolares_Util_20260101,7479_20260101_193_0_14,,,0,,193_0_ASC_shp,,
101_0,Feriados_Agosto_DomingoFeriado_20260101,3479_20260101_101_0_13,,,1,,101_0_DESC_shp,,
177_0,Inverno_Sabado_20260101,6077_20260101_177_0_35,,,0,,177_0_ASC_shp,,
177_0,Inverno_Sabado_20260101,6077_20260101_177_0_25,,,0,,177_0_ASC_shp,,
177_0,Inverno_Sabado_20260101,6077_20260101_177_0_15,,,0,,177_0_ASC_shp,,
76_0,Verao_Util_20260101,11261_20260101_76_0_11,,,1,,76_0_DESC_shp,,
178_1,Ferias Escolares_Util_20260101,4211_20260101_178_1_27,,,0,,178_1_ASC_shp,,
109_0,Verao_Util_20260101,6511_20260101_109_0_12,,,0,,109_0_ASC_shp,,
203_2,Feriados_DomingoFeriado_20260101,7821_20260101_203_2_18,,,0,,203_2_ASC_shp,,
146_0,Agosto_Sabado_20260101,3041_20260101_146_0_13,,,0,,146_0_ASC_shp,,
224_0,Feriados_Agosto_DomingoFeriado_20260101,18847_20260101_224_0_3,,,0,,224_0_CIRC_shp,,
146_0,Agosto_Sabado_20260101,3041_20260101_146_0_23,,,0,,146_0_ASC_shp,,
146_0,Agosto_Sabado_20260101,3041_20260101_146_0_33,,,0,,146_0_ASC_shp,,
106_0,Inverno_Sabado_20260101,6311_20260101_106_0_14,,,1,,106_0_DESC_shp,,
146_0,Inverno_Util_20260101,3047_20260101_146_0_16,,,0,,146_0_ASC_shp,,
111_0,Verao_Util_20260101,7340_20260101_111_0_18,,,1,,111_0_DESC_shp,,
175_0,Ferias Escolares_Util_20260101,6746_20260101_175_0_8,,,0,,175_0_ASC_shp,,
175_0,Ferias Escolares_Util_20260101,6746_20260101_175_0_9,,,1,,175_0_DESC_shp,,
76_0,Ferias Escolares_Util_20260101,11271_20260101_76_0_15,,,1,,76_0_DESC_shp,,
123_0,Feriados_Agosto_DomingoFeriado_20260101,2964_20260101_123_0_8,,,0,,123_0_ASC_shp,,
200_0,Inverno_Util_20260101,5819_20260101_200_0_12,,,0,,200_0_ASC_shp,,
123_0,Feriados_Agosto_DomingoFeriado_20260101,2964_20260101_123_0_9,,,1,,123_0_DESC_shp,,
175_0,Ferias Escolares_Util_20260101,6746_20260101_175_0_3,,,1,,175_0_DESC_shp,,
242_0,Ferias Escolares_Util_20260101,21752_20260101_242_0_21,,,0,,242_0_CIRC_shp,,
123_0,Feriados_Agosto_DomingoFeriado_20260101,2964_20260101_123_0_2,,,0,,123_0_ASC_shp,,
242_0,Ferias Escolares_Util_20260101,21752_20260101_242_0_20,,,0,,242_0_CIRC_shp,,
175_0,Ferias Escolares_Util_20260101,6746_20260101_175_0_6,,,0,,175_0_ASC_shp,,
123_0,Feriados_Agosto_DomingoFeriado_20260101,2964_20260101_123_0_3,,,1,,123_0_DESC_shp,,
189_2,Natal & Ano Novo_DomingoFeriado_20260101,39409_20260101_189_2_7,,,1,,189_2_DESC_shp,,
242_0,Ferias Escolares_Util_20260101,21752_20260101_242_0_23,,,0,,242_0_CIRC_shp,,
175_0,Ferias Escolares_Util_20260101,6746_20260101_175_0_7,,,1,,175_0_DESC_shp,,
242_0,Ferias Escolares_Util_20260101,21752_20260101_242_0_22,,,0,,242_0_CIRC_shp,,
175_0,Ferias Escolares_Util_20260101,6746_20260101_175_0_4,,,0,,175_0_ASC_shp,,
165_0,Agosto_Sabado_20260101,3096_20260101_165_0_18,,,1,,165_0_DESC_shp,,
242_0,Ferias Escolares_Util_20260101,21752_20260101_242_0_25,,,0,,242_0_CIRC_shp,,
175_0,Ferias Escolares_Util_20260101,6746_20260101_175_0_5,,,1,,175_0_DESC_shp,,
123_0,Feriados_Agosto_DomingoFeriado_20260101,2964_20260101_123_0_6,,,0,,123_0_ASC_shp,,
242_0,Ferias Escolares_Util_20260101,21752_20260101_242_0_24,,,0,,242_0_CIRC_shp,,
239_2,Inverno_Sabado_20260101,35063_20260101_239_2_5,,,0,,239_2_CIRC_shp,,
123_0,Feriados_Agosto_DomingoFeriado_20260101,2964_20260101_123_0_7,,,1,,123_0_DESC_shp,,
242_0,Ferias Escolares_Util_20260101,21752_20260101_242_0_27,,,0,,242_0_CIRC_shp,,
123_0,Feriados_Agosto_DomingoFeriado_20260101,2964_20260101_123_0_4,,,0,,123_0_ASC_shp,,
242_0,Ferias Escolares_Util_20260101,21752_20260101_242_0_26,,,0,,242_0_CIRC_shp,,
123_0,Feriados_Agosto_DomingoFeriado_20260101,2964_20260101_123_0_5,,,1,,123_0_DESC_shp,,
189_0,Verao_Util_20260101,3552_20260101_189_0_2,,,1,,189_0_DESC_shp,,
189_0,Verao_Util_20260101,3552_20260101_189_0_3,,,0,,189_0_ASC_shp,,
189_0,Verao_Util_20260101,3552_20260101_189_0_6,,,1,,189_0_DESC_shp,,
197_2,Natal & Ano Novo_DomingoFeriado_20260101,17127_20260101_197_2_3,,,0,,197_2_ASC_shp,,
189_0,Verao_Util_20260101,3552_20260101_189_0_7,,,0,,189_0_ASC_shp,,
189_0,Verao_Util_20260101,3552_20260101_189_0_4,,,1,,189_0_DESC_shp,,
189_0,Verao_Util_20260101,3552_20260101_189_0_5,,,0,,189_0_ASC_shp,,
189_0,Verao_Util_20260101,3552_20260101_189_0_8,,,1,,189_0_DESC_shp,,
189_0,Verao_Util_20260101,3552_20260101_189_0_9,,,0,,189_0_ASC_shp,,
192_0,Verao_Util_20260101,7436_20260101_192_0_33,,,0,,192_0_ASC_shp,,
192_0,Verao_Util_20260101,7436_20260101_192_0_23,,,0,,192_0_ASC_shp,,
123_0,Ferias Escolares_Util_20260101,2937_20260101_123_0_23,,,1,,123_0_DESC_shp,,
192_0,Verao_Util_20260101,7436_20260101_192_0_13,,,0,,192_0_ASC_shp,,
123_0,Ferias Escolares_Util_20260101,2937_20260101_123_0_13,,,1,,123_0_DESC_shp,,
172_0,Inverno_Sabado_20260101,5207_20260101_172_0_11,,,0,,172_0_ASC_shp,,
106_0,Natal & Ano Novo_DomingoFeriado_20260101,17260_20260101_106_0_9,,,0,,106_0_ASC_shp,,
107_2,Inverno_DomingoFeriado_20260101,5037_20260101_107_2_8,,,0,,107_2_ASC_shp,,
107_2,Inverno_DomingoFeriado_20260101,5037_20260101_107_2_9,,,1,,107_2_DESC_shp,,
107_2,Inverno_DomingoFeriado_20260101,5037_20260101_107_2_6,,,0,,107_2_ASC_shp,,
107_2,Inverno_DomingoFeriado_20260101,5037_20260101_107_2_7,,,1,,107_2_DESC_shp,,
107_2,Inverno_DomingoFeriado_20260101,5037_20260101_107_2_4,,,0,,107_2_ASC_shp,,
107_2,Inverno_DomingoFeriado_20260101,5037_20260101_107_2_5,,,1,,107_2_DESC_shp,,
77_0,Feriados_Agosto_DomingoFeriado_20260101,11038_20260101_77_0_12,,,0,,77_0_ASC_shp,,
107_2,Inverno_DomingoFeriado_20260101,5037_20260101_107_2_2,,,0,,107_2_ASC_shp,,
107_2,Inverno_DomingoFeriado_20260101,5037_20260101_107_2_3,,,1,,107_2_DESC_shp,,
174_0,Inverno_Sabado_20260101,8114_20260101_174_0_10,,,1,,174_0_DESC_shp,,
174_0,Inverno_Sabado_20260101,8114_20260101_174_0_20,,,1,,174_0_DESC_shp,,
75_0,Natal & Ano Novo_DomingoFeriado_20260101,17421_20260101_75_0_11,,,1,,75_0_DESC_shp,,
174_0,Inverno_Sabado_20260101,8114_20260101_174_0_30,,,1,,174_0_DESC_shp,,
277_0,Inverno_Util_20260101,49562_20260101_277_0_6,,,1,,277_0_DESC_shp,,
102_0,Feriados_Agosto_DomingoFeriado_20260101,3670_20260101_102_0_15,,,0,,102_0_ASC_shp,,
117_0,Inverno_Util_20260101,5550_20260101_117_0_10,,,1,,117_0_DESC_shp,,
204_0,Inverno_Sabado_20260101,36651_20260101_204_0_8,,,0,,204_0_ASC_shp,,
159_0,Natal & Ano Novo_DomingoFeriado_20260101,17444_20260101_159_0_5,,,1,,159_0_DESC_shp,,
173_0,Natal & Ano Novo_DomingoFeriado_20260101,17229_20260101_173_0_17,,,1,,173_0_DESC_shp,,
115_0,Ferias Escolares_Util_20260101,8078_20260101_115_0_14,,,0,,115_0_ASC_shp,,
173_0,Natal & Ano Novo_DomingoFeriado_20260101,17229_20260101_173_0_16,,,0,,173_0_ASC_shp,,
173_0,Natal & Ano Novo_DomingoFeriado_20260101,17229_20260101_173_0_15,,,1,,173_0_DESC_shp,,
173_0,Natal & Ano Novo_DomingoFeriado_20260101,17229_20260101_173_0_14,,,0,,173_0_ASC_shp,,
173_0,Natal & Ano Novo_DomingoFeriado_20260101,17229_20260101_173_0_13,,,1,,173_0_DESC_shp,,
173_0,Natal & Ano Novo_DomingoFeriado_20260101,17229_20260101_173_0_12,,,0,,173_0_ASC_shp,,
173_0,Natal & Ano Novo_DomingoFeriado_20260101,17229_20260101_173_0_11,,,1,,173_0_DESC_shp,,
199_0,Agosto_DomingoFeriado_20260101,19173_20260101_199_0_4,,,1,,199_0_DESC_shp,,
173_0,Natal & Ano Novo_DomingoFeriado_20260101,17229_20260101_173_0_10,,,0,,173_0_ASC_shp,,
173_0,Natal & Ano Novo_DomingoFeriado_20260101,17229_20260101_173_0_19,,,1,,173_0_DESC_shp,,
173_0,Natal & Ano Novo_DomingoFeriado_20260101,17229_20260101_173_0_18,,,0,,173_0_ASC_shp,,
189_0,Verao_Util_20260101,3554_20260101_189_0_2,,,1,,189_0_DESC_shp,,
189_0,Verao_Util_20260101,3554_20260101_189_0_3,,,0,,189_0_ASC_shp,,
189_0,Verao_Util_20260101,3554_20260101_189_0_6,,,1,,189_0_DESC_shp,,
189_0,Verao_Util_20260101,3554_20260101_189_0_7,,,0,,189_0_ASC_shp,,
189_0,Verao_Util_20260101,3554_20260101_189_0_4,,,1,,189_0_DESC_shp,,
170_0,Verao_Util_20260101,3768_20260101_170_0_14,,,1,,170_0_DESC_shp,,
189_0,Verao_Util_20260101,3554_20260101_189_0_5,,,0,,189_0_ASC_shp,,
189_0,Verao_Util_20260101,3554_20260101_189_0_8,,,1,,189_0_DESC_shp,,
189_0,Verao_Util_20260101,3554_20260101_189_0_9,,,0,,189_0_ASC_shp,,
106_0,Inverno_DomingoFeriado_20260101,6289_20260101_106_0_5,,,0,,106_0_ASC_shp,,
106_0,Inverno_DomingoFeriado_20260101,6289_20260101_106_0_4,,,1,,106_0_DESC_shp,,
106_0,Inverno_DomingoFeriado_20260101,6289_20260101_106_0_7,,,0,,106_0_ASC_shp,,
106_0,Inverno_DomingoFeriado_20260101,6289_20260101_106_0_6,,,1,,106_0_DESC_shp,,
106_0,Inverno_DomingoFeriado_20260101,6289_20260101_106_0_3,,,0,,106_0_ASC_shp,,
106_0,Inverno_DomingoFeriado_20260101,6289_20260101_106_0_2,,,1,,106_0_DESC_shp,,
106_0,Inverno_DomingoFeriado_20260101,6289_20260101_106_0_9,,,0,,106_0_ASC_shp,,
106_0,Inverno_DomingoFeriado_20260101,6289_20260101_106_0_8,,,1,,106_0_DESC_shp,,
199_0,Inverno_Util_20260101,5399_20260101_199_0_10,,,1,,199_0_DESC_shp,,
123_0,Inverno_DomingoFeriado_20260101,2953_20260101_123_0_11,,,1,,123_0_DESC_shp,,
123_0,Inverno_DomingoFeriado_20260101,2953_20260101_123_0_21,,,1,,123_0_DESC_shp,,
174_0,Natal & Ano Novo_DomingoFeriado_20260101,17386_20260101_174_0_3,,,0,,174_0_ASC_shp,,
160_0,Natal & Ano Novo_DomingoFeriado_20260101,17446_20260101_160_0_5,,,0,,160_0_ASC_shp,,
178_1,Agosto_Sabado_20260101,4200_20260101_178_1_29,,,0,,178_1_ASC_shp,,
75_0,Inverno_Sabado_20260101,14961_20260101_75_0_16,,,0,,75_0_ASC_shp,,
177_0,Ferias Escolares_Util_20260101,6113_20260101_177_0_15,,,0,,177_0_ASC_shp,,
172_0,Verao_Util_20260101,5266_20260101_172_0_8,,,1,,172_0_DESC_shp,,
161_0,Feriados_Agosto_DomingoFeriado_20260101,19009_20260101_161_0_246,,,0,,161_0_ASC_shp,,
172_0,Verao_Util_20260101,5266_20260101_172_0_9,,,0,,172_0_ASC_shp,,
172_0,Verao_Util_20260101,5266_20260101_172_0_4,,,1,,172_0_DESC_shp,,
161_0,Feriados_Agosto_DomingoFeriado_20260101,19009_20260101_161_0_206,,,0,,161_0_ASC_shp,,
172_0,Verao_Util_20260101,5266_20260101_172_0_5,,,0,,172_0_ASC_shp,,
161_0,Feriados_Agosto_DomingoFeriado_20260101,19009_20260101_161_0_216,,,0,,161_0_ASC_shp,,
172_0,Verao_Util_20260101,5266_20260101_172_0_6,,,1,,172_0_DESC_shp,,
123_0,Natal & Ano Novo_DomingoFeriado_20260101,17029_20260101_123_0_10,,,0,,123_0_ASC_shp,,
161_0,Feriados_Agosto_DomingoFeriado_20260101,19009_20260101_161_0_226,,,0,,161_0_ASC_shp,,
172_0,Verao_Util_20260101,5266_20260101_172_0_7,,,0,,172_0_ASC_shp,,
199_0,Natal & Ano Novo_DomingoFeriado_20260101,17205_20260101_199_0_5,,,0,,199_0_ASC_shp,,
123_0,Natal & Ano Novo_DomingoFeriado_20260101,17029_20260101_123_0_11,,,1,,123_0_DESC_shp,,
161_0,Feriados_Agosto_DomingoFeriado_20260101,19009_20260101_161_0_236,,,0,,161_0_ASC_shp,,
123_0,Natal & Ano Novo_DomingoFeriado_20260101,17029_20260101_123_0_12,,,0,,123_0_ASC_shp,,
172_0,Verao_Util_20260101,5266_20260101_172_0_2,,,1,,172_0_DESC_shp,,
172_0,Verao_Util_20260101,5266_20260101_172_0_3,,,0,,172_0_ASC_shp,,
121_0,Agosto_DomingoFeriado_20260101,4156_20260101_121_0_11,,,0,,121_0_ASC_shp,,
179_0,Verao_Util_20260101,18639_20260101_179_0_5,,,0,,179_0_ASC_shp,,
101_0,Inverno_Sabado_20260101,3470_20260101_101_0_8,,,1,,101_0_DESC_shp,,
101_0,Inverno_Sabado_20260101,3470_20260101_101_0_9,,,0,,101_0_ASC_shp,,
150_0,Feriados_Agosto_DomingoFeriado_20260101,6779_20260101_150_0_19,,,0,,150_0_ASC_shp,,
101_0,Inverno_Sabado_20260101,3470_20260101_101_0_2,,,1,,101_0_DESC_shp,,
101_0,Inverno_Sabado_20260101,3470_20260101_101_0_3,,,0,,101_0_ASC_shp,,
101_0,Inverno_Sabado_20260101,3470_20260101_101_0_4,,,1,,101_0_DESC_shp,,
107_0,Inverno_Util_20260101,5038_20260101_107_0_8,,,0,,107_0_ASC_shp,,
101_0,Inverno_Sabado_20260101,3470_20260101_101_0_5,,,0,,101_0_ASC_shp,,
107_0,Inverno_Util_20260101,5038_20260101_107_0_9,,,1,,107_0_DESC_shp,,
101_0,Inverno_Sabado_20260101,3470_20260101_101_0_6,,,1,,101_0_DESC_shp,,
101_0,Inverno_Sabado_20260101,3470_20260101_101_0_7,,,0,,101_0_ASC_shp,,
107_0,Inverno_Util_20260101,5038_20260101_107_0_4,,,0,,107_0_ASC_shp,,
107_0,Inverno_Util_20260101,5038_20260101_107_0_5,,,1,,107_0_DESC_shp,,
200_0,Natal & Ano Novo_DomingoFeriado_20260101,39536_20260101_200_0_6,,,1,,200_0_DESC_shp,,
107_0,Inverno_Util_20260101,5038_20260101_107_0_6,,,0,,107_0_ASC_shp,,
199_1,Inverno_Sabado_20260101,41526_20260101_199_1_3,,,0,,199_1_ASC_shp,,
107_0,Inverno_Util_20260101,5038_20260101_107_0_7,,,1,,107_0_DESC_shp,,
205_0,Ferias Escolares_Util_20260101,5151_20260101_205_0_21,,,0,,205_0_ASC_shp,,
107_0,Inverno_Util_20260101,5038_20260101_107_0_2,,,0,,107_0_ASC_shp,,
107_0,Inverno_Util_20260101,5038_20260101_107_0_3,,,1,,107_0_DESC_shp,,
143_0,Ferias Escolares_Util_20260101,4064_20260101_143_0_14,,,1,,143_0_DESC_shp,,
106_0,Verao_Util_20260101,6403_20260101_106_0_15,,,0,,106_0_ASC_shp,,
152_0,Verao_Util_20260101,7773_20260101_152_0_9,,,1,,152_0_DESC_shp,,
115_0,Inverno_DomingoFeriado_20260101,8042_20260101_115_0_14,,,1,,115_0_DESC_shp,,
248_0,Verao_Util_20260101,21931_20260101_248_0_2,,,0,,248_0_ASC_shp,,
170_0,Feriados_Agosto_DomingoFeriado_20260101,3772_20260101_170_0_18,,,0,,170_0_ASC_shp,,
152_0,Verao_Util_20260101,7773_20260101_152_0_4,,,0,,152_0_ASC_shp,,
152_0,Verao_Util_20260101,7773_20260101_152_0_3,,,1,,152_0_DESC_shp,,
152_0,Verao_Util_20260101,7773_20260101_152_0_2,,,0,,152_0_ASC_shp,,
282_0,Verao_Util_20260101,46417_20260101_282_0_6,,,1,,282_0_DESC_shp,,
199_0,Feriados_Agosto_DomingoFeriado_20260101,5338_20260101_199_0_15,,,0,,199_0_ASC_shp,,
178_0,Agosto_Sabado_20260101,4200_20260101_178_0_19,,,0,,178_0_ASC_shp,,
189_2,Feriados_Agosto_DomingoFeriado_20260101,18878_20260101_189_2_7,,,0,,189_2_ASC_shp,,
159_0,Agosto_DomingoFeriado_20260101,1185_20260101_159_0_41,,,0,,159_0_ASC_shp,,
159_0,Agosto_DomingoFeriado_20260101,1185_20260101_159_0_11,,,0,,159_0_ASC_shp,,
159_0,Agosto_DomingoFeriado_20260101,1185_20260101_159_0_31,,,0,,159_0_ASC_shp,,
159_0,Agosto_DomingoFeriado_20260101,1185_20260101_159_0_21,,,0,,159_0_ASC_shp,,
176_0,Ferias Escolares_Util_20260101,3181_20260101_176_0_19,,,0,,176_0_ASC_shp,,
169_0,Natal & Ano Novo_DomingoFeriado_20260101,39391_20260101_169_0_5,,,0,,169_0_ASC_shp,,
199_0,Inverno_Sabado_20260101,5327_20260101_199_0_16,,,1,,199_0_DESC_shp,,
118_0,Inverno_Sabado_20260101,6657_20260101_118_0_14,,,0,,118_0_ASC_shp,,
179_0,Inverno_Sabado_20260101,18906_20260101_179_0_9,,,0,,179_0_ASC_shp,,
146_0,Agosto_DomingoFeriado_20260101,3061_20260101_146_0_29,,,0,,146_0_ASC_shp,,
146_0,Agosto_DomingoFeriado_20260101,3061_20260101_146_0_19,,,0,,146_0_ASC_shp,,
146_0,Inverno_Util_20260101,3030_20260101_146_0_32,,,1,,146_0_DESC_shp,,
146_0,Inverno_Util_20260101,3030_20260101_146_0_22,,,1,,146_0_DESC_shp,,
146_0,Inverno_Util_20260101,3030_20260101_146_0_12,,,1,,146_0_DESC_shp,,
136_0,Inverno_Util_20260101,12939_20260101_136_0_4,,,1,,136_0_DESC_shp,,
190_0,Ferias Escolares_Util_20260101,57525_20260101_190_0_3,,,0,,190_0_ASC_shp,,
203_2,Natal & Ano Novo_DomingoFeriado_20260101,17365_20260101_203_2_4,,,1,,203_2_DESC_shp,,
144_0,Verao_Util_20260101,6933_20260101_144_0_8,,,1,,144_0_DESC_shp,,
144_0,Verao_Util_20260101,6933_20260101_144_0_9,,,0,,144_0_ASC_shp,,
144_0,Verao_Util_20260101,6933_20260101_144_0_4,,,1,,144_0_DESC_shp,,
144_0,Verao_Util_20260101,6933_20260101_144_0_5,,,0,,144_0_ASC_shp,,
145_0,Inverno_Sabado_20260101,7976_20260101_145_0_10,,,0,,145_0_ASC_shp,,
144_0,Verao_Util_20260101,6933_20260101_144_0_6,,,1,,144_0_DESC_shp,,
145_0,Feriados_DomingoFeriado_20260101,7988_20260101_145_0_17,,,0,,145_0_ASC_shp,,
145_0,Inverno_Sabado_20260101,7976_20260101_145_0_20,,,0,,145_0_ASC_shp,,
144_0,Verao_Util_20260101,6933_20260101_144_0_7,,,0,,144_0_ASC_shp,,
165_0,Inverno_DomingoFeriado_20260101,3151_20260101_165_0_11,,,0,,165_0_ASC_shp,,
144_0,Verao_Util_20260101,6933_20260101_144_0_2,,,1,,144_0_DESC_shp,,
144_0,Verao_Util_20260101,6933_20260101_144_0_3,,,0,,144_0_ASC_shp,,
102_0,Verao_Util_20260101,3656_20260101_102_0_9,,,0,,102_0_ASC_shp,,
102_0,Verao_Util_20260101,3656_20260101_102_0_8,,,1,,102_0_DESC_shp,,
77_0,Feriados_Agosto_DomingoFeriado_20260101,11024_20260101_77_0_16,,,0,,77_0_ASC_shp,,
240_0,Inverno_DomingoFeriado_20260101,35095_20260101_240_0_9,,,0,,240_0_CIRC_shp,,
203_0,Inverno_Util_20260101,7835_20260101_203_0_13,,,0,,203_0_ASC_shp,,
102_0,Verao_Util_20260101,3656_20260101_102_0_3,,,0,,102_0_ASC_shp,,
124_0,Ferias Escolares_Util_20260101,7414_20260101_124_0_26,,,1,,124_0_DESC_shp,,
102_0,Verao_Util_20260101,3656_20260101_102_0_2,,,1,,102_0_DESC_shp,,
124_0,Ferias Escolares_Util_20260101,7414_20260101_124_0_16,,,1,,124_0_DESC_shp,,
102_0,Verao_Util_20260101,3656_20260101_102_0_5,,,0,,102_0_ASC_shp,,
191_0,Agosto_Sabado_20260101,7368_20260101_191_0_15,,,0,,191_0_CIRC_shp,,
102_0,Verao_Util_20260101,3656_20260101_102_0_4,,,1,,102_0_DESC_shp,,
102_0,Verao_Util_20260101,3656_20260101_102_0_7,,,0,,102_0_ASC_shp,,
102_0,Verao_Util_20260101,3656_20260101_102_0_6,,,1,,102_0_DESC_shp,,
148_0,Feriados_Agosto_DomingoFeriado_20260101,18721_20260101_148_0_19,,,1,,148_0_DESC_shp,,
148_0,Feriados_Agosto_DomingoFeriado_20260101,18721_20260101_148_0_18,,,0,,148_0_ASC_shp,,
251_0,Ferias Escolares_Util_20260101,22216_20260101_251_0_9,,,0,,251_0_CIRC_shp,,
112_1,Inverno_Sabado_20260101,7274_20260101_112_1_12,,,1,,112_1_DESC_shp,,
148_0,Feriados_Agosto_DomingoFeriado_20260101,18721_20260101_148_0_11,,,1,,148_0_DESC_shp,,
148_0,Feriados_Agosto_DomingoFeriado_20260101,18721_20260101_148_0_10,,,0,,148_0_ASC_shp,,
148_0,Feriados_Agosto_DomingoFeriado_20260101,18721_20260101_148_0_13,,,1,,148_0_DESC_shp,,
148_0,Feriados_Agosto_DomingoFeriado_20260101,18721_20260101_148_0_12,,,0,,148_0_ASC_shp,,
148_0,Feriados_Agosto_DomingoFeriado_20260101,18721_20260101_148_0_15,,,1,,148_0_DESC_shp,,
203_0,Inverno_Util_20260101,7854_20260101_203_0_19,,,0,,203_0_ASC_shp,,
148_0,Feriados_Agosto_DomingoFeriado_20260101,18721_20260101_148_0_14,,,0,,148_0_ASC_shp,,
148_0,Feriados_Agosto_DomingoFeriado_20260101,18721_20260101_148_0_17,,,1,,148_0_DESC_shp,,
148_0,Feriados_Agosto_DomingoFeriado_20260101,18721_20260101_148_0_16,,,0,,148_0_ASC_shp,,
100_0,Inverno_Util_20260101,3365_20260101_100_0_12,,,0,,100_0_ASC_shp,,
150_0,Feriados_DomingoFeriado_20260101,6812_20260101_150_0_12,,,1,,150_0_DESC_shp,,
173_0,Feriados_DomingoFeriado_20260101,5480_20260101_173_0_34,,,0,,173_0_ASC_shp,,
199_0,Feriados_DomingoFeriado_20260101,5365_20260101_199_0_15,,,0,,199_0_ASC_shp,,
173_0,Feriados_DomingoFeriado_20260101,5480_20260101_173_0_24,,,0,,173_0_ASC_shp,,
173_0,Feriados_DomingoFeriado_20260101,5480_20260101_173_0_14,,,0,,173_0_ASC_shp,,
144_0,Feriados_Agosto_DomingoFeriado_20260101,17649_20260101_144_0_9,,,0,,144_0_ASC_shp,,
118_0,Inverno_Util_20260101,6663_20260101_118_0_11,,,0,,118_0_ASC_shp,,
173_0,Feriados_DomingoFeriado_20260101,5480_20260101_173_0_44,,,0,,173_0_ASC_shp,,
178_0,Ferias Escolares_Util_20260101,4224_20260101_178_0_21,,,0,,178_0_ASC_shp,,
178_0,Ferias Escolares_Util_20260101,4224_20260101_178_0_11,,,0,,178_0_ASC_shp,,
161_0,Agosto_Sabado_20260101,18996_20260101_161_0_3,,,0,,161_0_ASC_shp,,
144_0,Feriados_DomingoFeriado_20260101,6927_20260101_144_0_13,,,0,,144_0_ASC_shp,,
109_0,Inverno_DomingoFeriado_20260101,6463_20260101_109_0_10,,,1,,109_0_DESC_shp,,
109_0,Inverno_DomingoFeriado_20260101,6463_20260101_109_0_20,,,1,,109_0_DESC_shp,,
